airport,month_year,freight_mail_value
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2010,160m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2010,160m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2010,162m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2010,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2010,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2010,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2010,167m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2010,168m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2010,168m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2010,168m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2010,169m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2010,170m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2011,170m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2011,171m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2011,172m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2011,171m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2011,170m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2011,170m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2011,168m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2011,168m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2011,167m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2011,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2011,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2011,162m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2012,161m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2012,160m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2012,159m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2012,157m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2012,158m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2012,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2012,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2012,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2012,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2012,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2012,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2012,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2013,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2013,155m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2013,157m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2013,156m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2013,158m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2014,158m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2014,159m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2014,159m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2014,160m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2014,161m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2014,160m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2014,161m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2014,162m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2014,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2014,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2014,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2014,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2015,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2015,167m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2015,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2015,167m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2015,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2015,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2015,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2016,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2016,166m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2016,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2016,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2016,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",October 2016,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",November 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",December 2016,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",January 2017,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",February 2017,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",March 2017,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",April 2017,163m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",May 2017,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",June 2017,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",July 2017,164m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",August 2017,165m
"Cleveland, OH: Cleveland-Hopkins International (CLE)",September 2017,165m
