Year,Month,Passengers,Airport Name
2012,12,66490,"- Sanford, FL: Orlando Sanford International"
2013,1,60196,"- Sanford, FL: Orlando Sanford International"
2013,2,68414,"- Sanford, FL: Orlando Sanford International"
2013,3,103685,"- Sanford, FL: Orlando Sanford International"
2013,4,75409,"- Sanford, FL: Orlando Sanford International"
2013,5,73175,"- Sanford, FL: Orlando Sanford International"
2013,6,90388,"- Sanford, FL: Orlando Sanford International"
2013,7,94718,"- Sanford, FL: Orlando Sanford International"
2013,8,63589,"- Sanford, FL: Orlando Sanford International"
2013,9,45365,"- Sanford, FL: Orlando Sanford International"
2013,10,61294,"- Sanford, FL: Orlando Sanford International"
2013,11,66591,"- Sanford, FL: Orlando Sanford International"
2013,12,84414,"- Sanford, FL: Orlando Sanford International"
2014,1,72991,"- Sanford, FL: Orlando Sanford International"
2014,2,78417,"- Sanford, FL: Orlando Sanford International"
2014,3,107554,"- Sanford, FL: Orlando Sanford International"
2014,4,78434,"- Sanford, FL: Orlando Sanford International"
2014,5,78263,"- Sanford, FL: Orlando Sanford International"
2014,6,93321,"- Sanford, FL: Orlando Sanford International"
2014,7,97108,"- Sanford, FL: Orlando Sanford International"
2014,8,61394,"- Sanford, FL: Orlando Sanford International"
2014,9,41571,"- Sanford, FL: Orlando Sanford International"
2014,10,75420,"- Sanford, FL: Orlando Sanford International"
2014,11,75639,"- Sanford, FL: Orlando Sanford International"
2014,12,96739,"- Sanford, FL: Orlando Sanford International"
2015,1,80265,"- Sanford, FL: Orlando Sanford International"
2015,2,84724,"- Sanford, FL: Orlando Sanford International"
2015,3,121246,"- Sanford, FL: Orlando Sanford International"
2015,4,92557,"- Sanford, FL: Orlando Sanford International"
2015,5,90129,"- Sanford, FL: Orlando Sanford International"
2015,6,108811,"- Sanford, FL: Orlando Sanford International"
2015,7,119525,"- Sanford, FL: Orlando Sanford International"
2015,8,86580,"- Sanford, FL: Orlando Sanford International"
2015,9,56062,"- Sanford, FL: Orlando Sanford International"
2015,10,87624,"- Sanford, FL: Orlando Sanford International"
2015,11,90565,"- Sanford, FL: Orlando Sanford International"
2015,12,108107,"- Sanford, FL: Orlando Sanford International"
2016,1,90351,"- Sanford, FL: Orlando Sanford International"
2016,2,100304,"- Sanford, FL: Orlando Sanford International"
2016,3,129110,"- Sanford, FL: Orlando Sanford International"
2016,4,98103,"- Sanford, FL: Orlando Sanford International"
2016,5,102215,"- Sanford, FL: Orlando Sanford International"
2016,6,123020,"- Sanford, FL: Orlando Sanford International"
2016,7,137719,"- Sanford, FL: Orlando Sanford International"
2016,8,93628,"- Sanford, FL: Orlando Sanford International"
2016,9,73343,"- Sanford, FL: Orlando Sanford International"
2016,10,94009,"- Sanford, FL: Orlando Sanford International"
2016,11,99284,"- Sanford, FL: Orlando Sanford International"
2016,12,120636,"- Sanford, FL: Orlando Sanford International"
2017,1,103857,"- Sanford, FL: Orlando Sanford International"
2017,2,103468,"- Sanford, FL: Orlando Sanford International"
2017,3,135568,"- Sanford, FL: Orlando Sanford International"
2017,4,111283,"- Sanford, FL: Orlando Sanford International"
2017,5,113274,"- Sanford, FL: Orlando Sanford International"
2017,6,133520,"- Sanford, FL: Orlando Sanford International"
2017,7,143788,"- Sanford, FL: Orlando Sanford International"
2017,8,99268,"- Sanford, FL: Orlando Sanford International"
2017,9,57115,"- Sanford, FL: Orlando Sanford International"
2017,10,108700,"- Sanford, FL: Orlando Sanford International"
2017,11,109251,"- Sanford, FL: Orlando Sanford International"
2017,12,134026,"- Sanford, FL: Orlando Sanford International"
2018,1,106761,"- Sanford, FL: Orlando Sanford International"
2018,2,116607,"- Sanford, FL: Orlando Sanford International"
2018,3,160069,"- Sanford, FL: Orlando Sanford International"
2018,4,121424,"- Sanford, FL: Orlando Sanford International"
2018,5,119203,"- Sanford, FL: Orlando Sanford International"
2018,6,142683,"- Sanford, FL: Orlando Sanford International"
2018,7,149021,"- Sanford, FL: Orlando Sanford International"
2018,8,106928,"- Sanford, FL: Orlando Sanford International"
2018,9,70551,"- Sanford, FL: Orlando Sanford International"
2018,10,115402,"- Sanford, FL: Orlando Sanford International"
2018,11,117566,"- Sanford, FL: Orlando Sanford International"
2018,12,116803,"- Sanford, FL: Orlando Sanford International"
2019,1,96780,"- Sanford, FL: Orlando Sanford International"
2019,2,117913,"- Sanford, FL: Orlando Sanford International"
2019,3,166362,"- Sanford, FL: Orlando Sanford International"
2019,4,134011,"- Sanford, FL: Orlando Sanford International"
2019,5,135337,"- Sanford, FL: Orlando Sanford International"
2019,6,159464,"- Sanford, FL: Orlando Sanford International"
2019,7,172898,"- Sanford, FL: Orlando Sanford International"
2019,8,111158,"- Sanford, FL: Orlando Sanford International"
2019,9,67979,"- Sanford, FL: Orlando Sanford International"
2019,10,120981,"- Sanford, FL: Orlando Sanford International"
2019,11,115127,"- Sanford, FL: Orlando Sanford International"
2019,12,141945,"- Sanford, FL: Orlando Sanford International"
2020,1,106756,"- Sanford, FL: Orlando Sanford International"
2020,2,128510,"- Sanford, FL: Orlando Sanford International"
2020,3,80535,"- Sanford, FL: Orlando Sanford International"
2020,4,926,"- Sanford, FL: Orlando Sanford International"
2020,5,30222,"- Sanford, FL: Orlando Sanford International"
2020,6,68384,"- Sanford, FL: Orlando Sanford International"
2020,7,67152,"- Sanford, FL: Orlando Sanford International"
2020,8,45147,"- Sanford, FL: Orlando Sanford International"
2020,9,35253,"- Sanford, FL: Orlando Sanford International"
2020,10,67564,"- Sanford, FL: Orlando Sanford International"
2020,11,63171,"- Sanford, FL: Orlando Sanford International"
2020,12,68702,"- Sanford, FL: Orlando Sanford International"
2021,1,48093,"- Sanford, FL: Orlando Sanford International"
2021,2,63356,"- Sanford, FL: Orlando Sanford International"
2021,3,101348,"- Sanford, FL: Orlando Sanford International"
2021,4,86770,"- Sanford, FL: Orlando Sanford International"
2021,5,91021,"- Sanford, FL: Orlando Sanford International"
2021,6,147199,"- Sanford, FL: Orlando Sanford International"
2021,7,159845,"- Sanford, FL: Orlando Sanford International"
2021,8,92192,"- Sanford, FL: Orlando Sanford International"
2021,9,62098,"- Sanford, FL: Orlando Sanford International"
2021,10,102194,"- Sanford, FL: Orlando Sanford International"
2021,11,100015,"- Sanford, FL: Orlando Sanford International"
2021,12,127822,"- Sanford, FL: Orlando Sanford International"
2022,1,85569,"- Sanford, FL: Orlando Sanford International"
2022,2,106843,"- Sanford, FL: Orlando Sanford International"
2022,3,147062,"- Sanford, FL: Orlando Sanford International"
2022,4,127549,"- Sanford, FL: Orlando Sanford International"
2022,5,117461,"- Sanford, FL: Orlando Sanford International"
2022,6,134136,"- Sanford, FL: Orlando Sanford International"
2022,7,146363,"- Sanford, FL: Orlando Sanford International"
2022,8,100202,"- Sanford, FL: Orlando Sanford International"
2022,9,74529,"- Sanford, FL: Orlando Sanford International"
2022,10,109305,"- Sanford, FL: Orlando Sanford International"
2022,11,101620,"- Sanford, FL: Orlando Sanford International"
2022,12,134734,"- Sanford, FL: Orlando Sanford International"
2023,1,116273,"- Sanford, FL: Orlando Sanford International"
2023,2,123745,"- Sanford, FL: Orlando Sanford International"
2023,3,149900,"- Sanford, FL: Orlando Sanford International"
2023,4,125731,"- Sanford, FL: Orlando Sanford International"
2023,5,109266,"- Sanford, FL: Orlando Sanford International"
2023,6,138239,"- Sanford, FL: Orlando Sanford International"
2023,7,147910,"- Sanford, FL: Orlando Sanford International"
2023,8,96443,"- Sanford, FL: Orlando Sanford International"
2023,9,78980,"- Sanford, FL: Orlando Sanford International"
2023,10,118414,"- Sanford, FL: Orlando Sanford International"
2023,11,113915,"- Sanford, FL: Orlando Sanford International"
2023,12,128938,"- Sanford, FL: Orlando Sanford International"
2024,1,110277,"- Sanford, FL: Orlando Sanford International"
2024,2,126613,"- Sanford, FL: Orlando Sanford International"
2024,3,150390,"- Sanford, FL: Orlando Sanford International"
2024,4,104424,"- Sanford, FL: Orlando Sanford International"
2024,5,116226,"- Sanford, FL: Orlando Sanford International"
2024,6,147139,"- Sanford, FL: Orlando Sanford International"
2024,7,150769,"- Sanford, FL: Orlando Sanford International"
2002,10,44321,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2002,11,42200,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2002,12,47273,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,1,45098,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,2,52329,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,3,64608,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,4,50044,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,5,38291,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,6,38413,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,7,39718,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,8,35688,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,9,29112,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,10,44087,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,11,41163,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2003,12,45853,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,1,45801,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,2,58498,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,3,70762,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,4,57014,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,5,39585,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,6,40031,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,7,42975,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,8,35656,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,9,29240,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,10,47354,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,11,44227,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2004,12,49692,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,1,54092,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,2,64161,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,3,85937,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,4,63293,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,5,51433,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,6,49285,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,7,47968,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,8,39127,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,9,36204,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,10,48237,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,11,55216,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2005,12,58307,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,1,59579,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,2,71393,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,3,91401,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,4,74470,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,5,50549,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,6,47595,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,7,45346,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,8,38982,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,9,36509,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,10,57189,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,11,61261,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2006,12,67628,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,1,67207,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,2,75742,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,3,102280,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,4,80666,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,5,60311,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,6,56234,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,7,53805,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,8,48354,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,9,40936,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,10,55046,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,11,58744,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2007,12,70225,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,1,72520,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,2,86256,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,3,101730,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,4,79757,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,5,58562,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,6,48883,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,7,51163,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,8,48284,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,9,38161,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,10,49104,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,11,50558,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2008,12,59588,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,1,57185,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,2,66833,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,3,79028,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,4,68573,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,5,50361,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,6,48038,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,7,49458,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,8,45450,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,9,38518,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,10,50097,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,11,53289,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2009,12,59057,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,1,60581,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,2,63980,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,3,79955,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,4,63817,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,5,51825,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,6,45170,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,7,42834,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,8,40317,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,9,37759,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,10,53119,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,11,56112,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2010,12,61111,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,1,58688,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,2,62361,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,3,80136,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,4,67249,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,5,49217,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,6,41909,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,7,42831,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,8,41192,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,9,36735,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,10,49698,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,11,55016,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2011,12,59186,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,1,56305,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,2,64586,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,3,84941,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,4,61763,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,5,52630,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,6,46962,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,7,46975,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,8,40353,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,9,32420,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,10,43578,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,11,46746,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2012,12,50162,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,1,49678,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,2,54370,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,3,69163,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,4,55821,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,5,49282,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,6,43103,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,7,42959,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,8,43318,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,9,35211,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,10,47591,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,11,44970,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2013,12,56083,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,1,48970,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,2,53126,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,3,72385,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,4,57730,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,5,45567,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,6,43170,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,7,42797,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,8,40762,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,9,35682,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,10,50281,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,11,47719,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2014,12,54097,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,1,50764,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,2,57016,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,3,74421,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,4,59942,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,5,46172,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,6,41445,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,7,41014,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,8,39841,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,9,35734,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,10,50735,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,11,48042,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2015,12,58375,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,1,52909,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,2,60770,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,3,77687,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,4,60069,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,5,45580,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,6,37840,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,7,36448,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,8,35109,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,9,34348,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,10,45039,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,11,45178,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2016,12,56048,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,1,52284,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,2,58674,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,3,76630,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,4,56410,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,5,47184,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,6,39084,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,7,38482,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,8,38462,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,9,31143,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,10,44423,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,11,46055,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2017,12,53563,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,1,51069,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,2,55829,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,3,72952,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,4,59856,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,5,54763,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,6,48580,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,7,50986,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,8,48124,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,9,43786,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,10,58166,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,11,59451,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2018,12,74665,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,1,73177,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,2,76525,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,3,97832,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,4,87843,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,5,77369,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,6,73364,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,7,72192,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,8,65916,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,9,62552,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,10,82951,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,11,90251,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2019,12,118640,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,1,111737,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,2,117621,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,3,68843,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,4,3891,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,5,19711,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,6,25712,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,7,30205,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,8,29018,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,9,33797,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,10,58272,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,11,53681,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2020,12,64788,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,1,60210,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,2,82694,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,3,143023,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,4,137316,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,5,137179,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,6,154866,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,7,159165,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,8,115582,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,9,95182,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,10,141286,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,11,159252,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2021,12,181590,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,1,146270,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,2,174120,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,3,221053,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,4,183744,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,5,158421,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,6,141880,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,7,138834,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,8,114447,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,9,93476,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,10,160617,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,11,177975,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2022,12,194985,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,1,185094,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,2,199598,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,3,256097,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,4,209928,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,5,161881,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,6,153655,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,7,158574,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,8,126812,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,9,115690,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,10,172095,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
2023,11,188190,"- Sarasota/Bradenton, FL: Sarasota/Bradenton International"
