Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter: Q2-2024),Year,Quarter
BTV,Burlington,VT,366.69,554.34,2007,Q2
MAF,Midland/Odessa,TX,266.77,403.29,2007,Q2
VPS,Valparaiso,FL,573.26,866.61,2007,Q2
LEX,Lexington,KY,454.97,687.80,2007,Q2
JAN,Jackson/Vicksburg,MS,366.96,554.75,2007,Q2
ITO,Hilo,HI,119.64,180.87,2007,Q2
MFE,Mission/McAllen/Edinburg,TX,375.54,567.72,2007,Q2
ILM,Wilmington,NC,425.51,643.26,2007,Q2
SGF,Springfield,MO,437.21,660.94,2007,Q2
SBA,Santa Barbara,CA,443.04,669.76,2007,Q2
DAY,Dayton,OH,336.61,508.86,2007,Q2
CAE,Columbia,SC,478.41,723.24,2007,Q2
ATW,Appleton,WI,431.65,652.54,2007,Q2
FAR,Fargo,ND,500.21,756.18,2007,Q2
RDM,Bend/Redmond,OR,353.80,534.85,2007,Q2
LBB,Lubbock,TX,266.85,403.40,2007,Q2
ABE,Allentown/Bethlehem/Easton,PA,367.12,554.99,2007,Q2
MFR,Medford,OR,387.51,585.82,2007,Q2
CHA,Chattanooga,TN,428.25,647.40,2007,Q2
FAI,Fairbanks,AK,493.59,746.18,2007,Q2
HRL,Harlingen/San Benito,TX,239.10,361.46,2007,Q2
PSC,Pasco/Kennewick/Richland,WA,465.91,704.33,2007,Q2
SBN,South Bend,IN,349.83,528.85,2007,Q2
ACY,Atlantic City,NJ,226.82,342.89,2007,Q2
BQN,Aguadilla,PR,245.92,371.77,2007,Q2
FWA,Fort Wayne,IN,442.99,669.69,2007,Q2
MSO,Missoula,MT,480.75,726.77,2007,Q2
TTN,Trenton,NJ,217.78,329.22,2007,Q2
CAK,Akron,OH,279.90,423.13,2007,Q2
BIL,Billings,MT,415.62,628.31,2007,Q2
TLH,Tallahassee,FL,470.90,711.87,2007,Q2
PIA,Peoria,IL,359.64,543.67,2007,Q2
STT,Charlotte Amalie,VI,409.51,619.07,2007,Q2
AMA,Amarillo,TX,279.81,423.00,2007,Q2
BLI,Bellingham,WA,318.06,480.82,2007,Q2
BTR,Baton Rouge,LA,427.36,646.05,2007,Q2
FNT,Flint,MI,291.00,439.91,2007,Q2
FCA,Kalispell,MT,538.14,813.53,2007,Q2
ROA,Roanoke,VA,462.76,699.56,2007,Q2
CRP,Corpus Christi,TX,351.92,532.00,2007,Q2
BGR,Bangor,ME,476.33,720.09,2007,Q2
STS,Santa Rosa,CA,229.76,347.34,2007,Q2
GRB,Green Bay,WI,400.85,605.98,2007,Q2
CHO,Charlottesville,VA,512.11,774.18,2007,Q2
SBP,San Luis Obispo,CA,445.78,673.90,2007,Q2
SHV,Shreveport,LA,454.40,686.93,2007,Q2
TVC,Traverse City,MI,464.93,702.85,2007,Q2
RAP,Rapid City,SD,500.43,756.52,2007,Q2
MLI,Moline,IL,334.98,506.40,2007,Q2
AGS,Augusta,GA,536.78,811.47,2007,Q2
DAB,Daytona Beach,FL,317.97,480.69,2007,Q2
JAC,Jackson,WY,587.41,888.01,2007,Q2
BIS,Bismarck/Mandan,ND,459.11,694.05,2007,Q2
GNV,Gainesville,FL,485.60,734.10,2007,Q2
IDA,Idaho Falls,ID,466.70,705.52,2007,Q2
EYW,Key West,FL,441.49,667.41,2007,Q2
GPT,Gulfport/Biloxi,MS,372.94,563.78,2007,Q2
JNU,Juneau,AK,427.23,645.86,2007,Q2
MOB,Mobile,AL,532.65,805.23,2007,Q2
GJT,Grand Junction,CO,463.79,701.13,2007,Q2
LFT,Lafayette,LA,470.35,711.05,2007,Q2
MRY,Monterey,CA,492.33,744.28,2007,Q2
MLB,Melbourne,FL,489.89,740.58,2007,Q2
TRI,Bristol/Johnson City/Kingsport,TN,509.61,770.40,2007,Q2
BRO,Brownsville,TX,470.62,711.46,2007,Q2
BLV,Belleville,IL,210.72,318.56,2007,Q2
LCK,Columbus,OH,222.71,336.67,2007,Q2
AVP,Scranton/Wilkes-Barre,PA,422.58,638.83,2007,Q2
BFL,Bakersfield,CA,449.37,679.33,2007,Q2
CRW,Charleston/Dunbar,WV,460.33,695.90,2007,Q2
ILG,Wilmington,DE,356.43,538.83,2007,Q2
FAY,Fayetteville,NC,508.62,768.91,2007,Q2
BMI,Bloomington/Normal,IL,302.01,456.55,2007,Q2
GTF,Great Falls,MT,474.36,717.11,2007,Q2
ASE,Aspen,CO,590.62,892.86,2007,Q2
DRO,Durango,CO,519.19,784.87,2007,Q2
PSE,Ponce,PR,227.39,343.75,2007,Q2
MGM,Montgomery,AL,493.85,746.58,2007,Q2
RFD,Rockford,IL,245.98,371.85,2007,Q2
EVV,Evansville,IN,455.57,688.70,2007,Q2
MTJ,Montrose/Delta,CO,474.61,717.48,2007,Q2
STX,Christiansted,VI,467.36,706.52,2007,Q2
MOT,Minot,ND,572.71,865.78,2007,Q2
LRD,Laredo,TX,364.97,551.74,2007,Q2
OAJ,Jacksonville/Camp Lejeune,NC,518.21,783.39,2007,Q2
SCE,State College,PA,485.45,733.87,2007,Q2
DLH,Duluth,MN,408.34,617.30,2007,Q2
SGU,St. George,UT,219.40,331.68,2007,Q2
ACV,Arcata/Eureka,CA,393.52,594.90,2007,Q2
HDN,Hayden,CO,456.00,689.36,2007,Q2
LAN,Lansing,MI,361.55,546.57,2007,Q2
LNK,Lincoln,NE,403.20,609.53,2007,Q2
GRK,Killeen,TX,455.28,688.27,2007,Q2
SAF,Santa Fe,NM,556.25,840.90,2007,Q2
HTS,Ashland,WV,376.15,568.64,2007,Q2
EGE,Eagle,CO,608.86,920.43,2007,Q2
GFK,Grand Forks,ND,576.32,871.24,2007,Q2
AZO,Kalamazoo,MI,476.74,720.71,2007,Q2
COU,Columbia,MO,545.64,824.86,2007,Q2
LBE,Latrobe,PA,395.81,598.36,2007,Q2
ELM,Elmira/Corning,NY,378.03,571.49,2007,Q2
SWF,Newburgh/Poughkeepsie,NY,251.40,380.05,2007,Q2
MLU,Monroe,LA,486.46,735.40,2007,Q2
BET,Bethel,AK,453.93,686.22,2007,Q2
KTN,Ketchikan,AK,433.96,656.03,2007,Q2
MBS,Saginaw/Bay City/Midland,MI,452.85,684.59,2007,Q2
ACK,Nantucket,MA,302.30,457.00,2007,Q2
AEX,Alexandria,LA,452.07,683.41,2007,Q2
RDD,Redding,CA,414.48,626.59,2007,Q2
LCH,Lake Charles,LA,491.58,743.14,2007,Q2
CPR,Casper,WY,550.10,831.60,2007,Q2
HLN,Helena,MT,577.84,873.54,2007,Q2
TOL,Toledo,OH,338.67,511.98,2007,Q2
ABI,Abilene,TX,418.43,632.55,2007,Q2
SCK,Stockton,CA,155.73,235.42,2007,Q2
CWA,Mosinee,WI,427.82,646.75,2007,Q2
LYH,Lynchburg,VA,594.42,898.60,2007,Q2
GUM,Guam,TT,1557.38,2354.35,2007,Q2
RST,Rochester,MN,381.64,576.94,2007,Q2
SUN,Sun Valley/Hailey/Ketchum,ID,250.29,378.37,2007,Q2
PHF,Newport News/Williamsburg,VA,266.64,403.09,2007,Q2
YUM,Yuma,AZ,374.13,565.59,2007,Q2
GRI,Grand Island,NE,494.80,748.01,2007,Q2
CMI,Champaign/Urbana,IL,441.35,667.21,2007,Q2
SIT,Sitka,AK,389.04,588.13,2007,Q2
PUW,Pullman,WA,402.44,608.38,2007,Q2
PSM,Portsmouth,NH,289.99,438.38,2007,Q2
ADQ,Kodiak,AK,618.67,935.26,2007,Q2
HHH,Hilton Head,SC,470.45,711.20,2007,Q2
FSM,Fort Smith,AR,461.63,697.87,2007,Q2
FLG,Flagstaff,AZ,432.86,654.36,2007,Q2
CLL,College Station/Bryan,TX,431.50,652.31,2007,Q2
TYR,Tyler,TX,446.76,675.38,2007,Q2
SPI,Springfield,IL,423.65,640.45,2007,Q2
ITH,Ithaca/Cortland,NY,419.61,634.34,2007,Q2
MVY,Martha's Vineyard,MA,415.14,627.59,2007,Q2
EWN,New Bern/Morehead/Beaufort,NC,449.19,679.06,2007,Q2
ERI,Erie,PA,395.81,598.35,2007,Q2
SBY,Salisbury,MD,406.95,615.20,2007,Q2
ACT,Waco,TX,405.78,613.44,2007,Q2
SJT,San Angelo,TX,413.93,625.75,2007,Q2
MHK,Manhattan/Ft. Riley,KS,524.13,792.35,2007,Q2
CSG,Columbus,GA,567.29,857.59,2007,Q2
TXK,Texarkana,AR,490.67,741.77,2007,Q2
CKB,Clarksburg/Fairmont,WV,704.41,1064.88,2007,Q2
LAW,Lawton/Fort Sill,OK,466.82,705.72,2007,Q2
BGM,Binghamton,NY,420.36,635.47,2007,Q2
ROW,Roswell,NM,243.00,367.35,2007,Q2
VLD,Valdosta,GA,527.61,797.61,2007,Q2
HGR,Hagerstown,MD,429.49,649.27,2007,Q2
OME,Nome,AK,504.00,761.91,2007,Q2
LSE,La Crosse,WI,471.69,713.06,2007,Q2
MQT,Marquette,MI,400.20,605.00,2007,Q2
BPT,Beaumont/Port Arthur,TX,490.02,740.77,2007,Q2
GGG,Longview,TX,397.86,601.46,2007,Q2
OTZ,Kotzebue,AK,508.32,768.45,2007,Q2
GTR,Columbus,MS,610.34,922.67,2007,Q2
PPG,Pago Pago,TT,924.93,1398.25,2007,Q2
LWS,Lewiston,ID,425.55,643.32,2007,Q2
BRW,Barrow,AK,505.81,764.65,2007,Q2
PGV,Greenville,NC,422.45,638.64,2007,Q2
ABY,Albany,GA,578.14,873.99,2007,Q2
COD,Cody,WY,572.35,865.25,2007,Q2
DHN,Dothan,AL,760.83,1150.17,2007,Q2
STC,St. Cloud,MN,460.42,696.03,2007,Q2
SPS,Wichita Falls,TX,442.83,669.45,2007,Q2
GUC,Gunnison,CO,416.09,629.02,2007,Q2
GCC,Gillette,WY,610.35,922.69,2007,Q2
BJI,Bemidji,MN,536.79,811.49,2007,Q2
EAT,Wenatchee,WA,384.13,580.71,2007,Q2
SCC,Deadhorse,AK,409.26,618.69,2007,Q2
DIK,Dickinson,ND,602.00,910.07,2007,Q2
CIU,Sault Ste. Marie,MI,560.58,847.44,2007,Q2
SHR,Sheridan,WY,552.50,835.23,2007,Q2
GCK,Garden City,KS,479.12,724.30,2007,Q2
BQK,Brunswick,GA,505.94,764.85,2007,Q2
ART,Watertown,NY,489.03,739.28,2007,Q2
ABR,Aberdeen,SD,569.62,861.11,2007,Q2
ALW,Walla Walla,WA,413.31,624.82,2007,Q2
DLG,Dillingham,AK,588.46,889.60,2007,Q2
FLO,Florence,SC,485.32,733.67,2007,Q2
DBQ,Dubuque,IA,389.31,588.54,2007,Q2
YKM,Yakima,WA,425.55,643.32,2007,Q2
RHI,Rhinelander,WI,462.70,699.48,2007,Q2
TWF,Twin Falls,ID,346.50,523.82,2007,Q2
PLN,Pellston,MI,559.29,845.50,2007,Q2
IMT,Iron Mountain/Kingsfd,MI,351.31,531.08,2007,Q2
EAU,Eau Claire,WI,432.49,653.82,2007,Q2
SPN,Saipan,TT,1604.29,2425.27,2007,Q2
PQI,Presque Isle/Houlton,ME,561.93,849.49,2007,Q2
SUX,Sioux City,IA,437.70,661.69,2007,Q2
PSG,Petersburg,AK,388.56,587.41,2007,Q2
CMX,Hancock/Houghton,MI,461.53,697.71,2007,Q2
RKS,Rock Springs,WY,602.09,910.20,2007,Q2
AKN,King Salmon,AK,611.49,924.42,2007,Q2
LAR,Laramie,WY,545.14,824.11,2007,Q2
BRD,Brainerd,MN,516.35,780.58,2007,Q2
RIW,Riverton/Lander,WY,637.28,963.41,2007,Q2
BTM,Butte,MT,558.38,844.13,2007,Q2
HYA,Hyannis,MA,372.67,563.37,2007,Q2
CYS,Cheyenne,WY,566.89,856.98,2007,Q2
ESC,Escanaba,MI,347.08,524.70,2007,Q2
SMX,Santa Maria,CA,342.31,517.48,2007,Q2
LBF,North Platte,NE,572.38,865.29,2007,Q2
HIB,Hibbing,MN,516.26,780.45,2007,Q2
VEL,Vernal,UT,456.00,689.35,2007,Q2
CDV,Cordova,AK,392.36,593.15,2007,Q2
EAR,Kearney,NE,546.40,826.02,2007,Q2
EKO,Elko,NV,371.67,561.86,2007,Q2
ALO,Waterloo,IA,482.92,730.05,2007,Q2
MEI,Meridian,MS,587.50,888.14,2007,Q2
OTH,North Bend/Coos Bay,OR,384.40,581.11,2007,Q2
WRG,Wrangell,AK,376.13,568.61,2007,Q2
CDC,Cedar City,UT,423.70,640.52,2007,Q2
JST,Johnstown,PA,471.01,712.04,2007,Q2
PIR,Pierre,SD,547.39,827.51,2007,Q2
VCT,Victoria,TX,455.30,688.29,2007,Q2
PRC,Prescott,AZ,410.21,620.14,2007,Q2
BFF,Scottsbluff,NE,549.56,830.79,2007,Q2
CNY,Moab,UT,530.75,802.35,2007,Q2
SLE,Salem,OR,463.55,700.76,2007,Q2
INL,International Falls,MN,553.86,837.29,2007,Q2
APN,Alpena,MI,515.75,779.68,2007,Q2
SLN,Salina,KS,516.50,780.81,2007,Q2
ATY,Watertown,SD,612.53,925.99,2007,Q2
PAH,Paducah,KY,452.72,684.39,2007,Q2
JLN,Joplin,MO,450.68,681.31,2007,Q2
PIB,Hattiesburg/Laurel,MS,436.37,659.67,2007,Q2
JMS,Jamestown,ND,545.38,824.46,2007,Q2
LBL,Liberal,KS,539.91,816.21,2007,Q2
SHD,Staunton,VA,716.57,1083.27,2007,Q2
ALS,Alamosa,CO,527.68,797.71,2007,Q2
YAK,Yakutat,AK,337.29,509.89,2007,Q2
HYS,Hays,KS,537.95,813.23,2007,Q2
CVN,Clovis,NM,460.67,696.41,2007,Q2
DRT,Del Rio,TX,444.72,672.30,2007,Q2
DVL,Devils Lake,ND,579.09,875.44,2007,Q2
DDC,Dodge City,KS,509.24,769.83,2007,Q2
BKW,Beckley,WV,496.00,749.82,2007,Q2
OGS,Ogdensburg,NY,353.25,534.02,2007,Q2
IPL,El Centro,CA,248.74,376.03,2007,Q2
LWB,Lewisburg,WV,521.10,787.77,2007,Q2
LEB,Lebanon-Hanover,NH,504.24,762.27,2007,Q2
FOD,Fort Dodge,IA,412.13,623.03,2007,Q2
DUT,Unalaska,AK,793.84,1200.08,2007,Q2
PUB,Pueblo,CO,437.04,660.69,2007,Q2
MKG,Muskegon,MI,396.82,599.89,2007,Q2
MBL,Manistee/Ludington,MI,308.56,466.45,2007,Q2
GST,Gustavus,AK,114.14,172.55,2007,Q2
MCW,Mason City,IA,425.48,643.21,2007,Q2
AUG,Augusta/Waterville,ME,410.88,621.15,2007,Q2
TEX,Telluride,CO,671.05,1014.44,2007,Q2
BHB,Bar Harbor,ME,504.89,763.26,2007,Q2
PKB,Parkersburg,WV,507.76,767.60,2007,Q2
IWD,Ironwood,MI,314.60,475.59,2007,Q2
CEZ,Cortez,CO,537.00,811.80,2007,Q2
UIN,Quincy,IL,335.50,507.19,2007,Q2
RKD,Rockland,ME,462.19,698.71,2007,Q2
DUJ,DuBois,PA,495.97,749.77,2007,Q2
MGW,Morgantown,WV,669.86,1012.66,2007,Q2
RUT,Rutland,VT,575.00,869.25,2007,Q2
ENA,Kenai,AK,630.49,953.14,2007,Q2
TUP,Tupelo,MS,524.14,792.35,2007,Q2
LNS,Lancaster,PA,422.11,638.12,2007,Q2
PVC,Provincetown,MA,337.29,509.89,2007,Q2
PGA,Page,AZ,362.92,548.64,2007,Q2
AIA,Alliance,NE,397.48,600.88,2007,Q2
AOO,Altoona,PA,399.63,604.13,2007,Q2
IRK,Kirksville,MO,553.25,836.37,2007,Q2
TVF,Thief River Falls,MN,480.19,725.92,2007,Q2
SDY,Sidney,MT,663.67,1003.29,2007,Q2
HOM,Homer,AK,594.47,898.68,2007,Q2
MSL,Muscle Shoals,AL,393.30,594.56,2007,Q2
GLH,Greenville,MS,481.57,728.01,2007,Q2
BFD,Bradford,PA,482.11,728.83,2007,Q2
SLK,Saranac Lake/Lake Placid,NY,300.20,453.82,2007,Q2
VQS,Vieques,PR,328.67,496.86,2007,Q2
CDR,Chadron,NE,490.06,740.84,2007,Q2
ADK,Adak Island,AK,928.28,1403.31,2007,Q2
SOW,Show Low,AZ,449.11,678.94,2007,Q2
MSS,Massena,NY,307.20,464.41,2007,Q2
MAZ,Mayaguez,PR,768.67,1162.02,2007,Q2
ELD,El Dorado,AR,551.00,832.97,2007,Q2
HRO,Harrison,AR,465.00,702.96,2007,Q2
MKK,Hoolehua,HI,562.00,849.60,2007,Q2
VDZ,Valdez,AK,578.30,874.24,2007,Q2
GDV,Glendive,MT,460.00,695.40,2007,Q2
PDT,Pendleton,OR,321.37,485.83,2007,Q2
GGW,Glasgow,MT,295.00,445.96,2007,Q2
CDB,Cold Bay,AK,799.06,1207.96,2007,Q2
MCN,Macon,GA,556.27,840.94,2007,Q2
LNY,Lanai,HI,641.10,969.17,2007,Q2
JHM,Kapalua,HI,847.85,1281.72,2007,Q2
SDP,Sandpoint,AK,827.65,1251.19,2007,Q2
UNK,Unalakleet,AK,434.50,656.85,2007,Q2
FNL,Fort Collins/Loveland,CO,178.05,269.17,2007,Q2
ANI,Aniak,AK,932.00,1408.94,2007,Q2
CEC,Crescent City,CA,287.00,433.87,2007,Q2
AHN,Athens,GA,552.67,835.49,2007,Q2
APF,Naples,FL,587.60,888.29,2007,Q2
BED,Bedford,MA,172.39,260.61,2007,Q2
BKX,Brookings,SD,474.00,716.56,2007,Q2
BLF,Princeton/Bluefield,WV,505.00,763.43,2007,Q2
CIC,Chico,CA,265.29,401.04,2007,Q2
CLD,Carlsbad,CA,271.24,410.04,2007,Q2
ELY,Ely,NV,355.00,536.67,2007,Q2
FKL,Franklin/Oil City,PA,352.25,532.51,2007,Q2
FMN,Farmington,NM,595.84,900.75,2007,Q2
FOE,Topeka,KS,172.05,260.09,2007,Q2
GBD,Great Bend,KS,380.67,575.47,2007,Q2
HII,Lake Havasu City,AZ,641.00,969.02,2007,Q2
HON,Huron,SD,511.00,772.50,2007,Q2
IFP,Bullhead City,AZ,141.78,214.34,2007,Q2
IGM,Kingman,AZ,321.40,485.87,2007,Q2
IPT,Williamsport,PA,499.16,754.60,2007,Q2
ISN,Williston,ND,653.56,988.01,2007,Q2
ISO,Kinston,NC,110.58,167.17,2007,Q2
IYK,Inyokern,CA,725.44,1096.67,2007,Q2
JHW,Jamestown,NY,447.68,676.77,2007,Q2
LMT,Klamath Falls,OR,455.20,688.14,2007,Q2
MCE,Merced,CA,540.00,816.34,2007,Q2
MCG,McGrath,AK,623.33,942.32,2007,Q2
MLS,Miles City,MT,492.00,743.77,2007,Q2
MOD,Modesto,CA,260.46,393.75,2007,Q2
MTH,Marathon,FL,502.26,759.29,2007,Q2
OXR,Oxnard/Ventura,CA,513.22,775.86,2007,Q2
PFN,Panama City,FL,640.91,968.88,2007,Q2
PLB,Plattsburgh,NY,373.00,563.88,2007,Q2
PMD,Palmdale,CA,321.79,486.46,2007,Q2
ROP,Rota,TT,1383.33,2091.24,2007,Q2
SNP,St. Paul,AK,898.18,1357.81,2007,Q2
SOP,Pinehurst/Southern Pines,NC,437.19,660.92,2007,Q2
TSS,New York,NY,1219.00,1842.81,2007,Q2
VIS,Visalia,CA,394.20,595.93,2007,Q2
WRL,Worland,WY,669.00,1011.35,2007,Q2
YNG,Youngstown/Warren,OH,152.03,229.83,2007,Q2
LAX,Los Angeles,CA,380.37,573.43,2007,Q3
ORD,Chicago-O'Hare,IL,335.47,505.75,2007,Q3
DEN,Denver,CO,328.12,494.67,2007,Q3
ATL,Atlanta,GA,358.35,540.24,2007,Q3
EWR,Newark,NJ,386.48,582.65,2007,Q3
BOS,Boston,MA,362.97,547.20,2007,Q3
SEA,Seattle,WA,362.48,546.46,2007,Q3
DFW,Dallas-DFW,TX,368.21,555.11,2007,Q3
MCO,Orlando,FL,245.61,370.27,2007,Q3
SFO,San Francisco,CA,427.27,644.14,2007,Q3
PHX,Phoenix,AZ,283.67,427.65,2007,Q3
LGA,New York-La Guardia,NY,315.52,475.68,2007,Q3
JFK,New York-JFK,NY,345.97,521.58,2007,Q3
LAS,Las Vegas,NV,242.35,365.35,2007,Q3
MSP,Minneapolis,MN,372.43,561.47,2007,Q3
IAH,Houston-Intercontinental,TX,391.24,589.83,2007,Q3
PHL,Philadelphia,PA,311.70,469.91,2007,Q3
FLL,Fort Lauderdale,FL,249.86,376.68,2007,Q3
SAN,San Diego,CA,315.73,475.98,2007,Q3
DTW,Detroit,MI,307.86,464.12,2007,Q3
DCA,Washington-Reagan National,DC,362.17,545.99,2007,Q3
TPA,Tampa,FL,264.37,398.55,2007,Q3
BWI,Baltimore,MD,265.62,400.45,2007,Q3
AUS,Austin,TX,344.28,519.03,2007,Q3
MIA,Miami,FL,315.74,476.01,2007,Q3
PDX,Portland,OR,342.31,516.06,2007,Q3
BNA,Nashville,TN,294.11,443.40,2007,Q3
CLT,Charlotte,NC,363.29,547.68,2007,Q3
SLC,Salt Lake City,UT,344.48,519.33,2007,Q3
RDU,Raleigh/Durham,NC,300.12,452.45,2007,Q3
SMF,Sacramento,CA,293.88,443.05,2007,Q3
HNL,Honolulu,HI,255.16,384.67,2007,Q3
MDW,Chicago-Midway,IL,221.70,334.22,2007,Q3
STL,St. Louis,MO,311.61,469.77,2007,Q3
SJC,San Jose,CA,279.42,421.24,2007,Q3
IAD,Washington-Dulles,DC,396.03,597.05,2007,Q3
MCI,Kansas City,MO,285.03,429.71,2007,Q3
DAL,Dallas-Love Field,TX,198.74,299.62,2007,Q3
IND,Indianapolis,IN,306.28,461.74,2007,Q3
CLE,Cleveland,OH,337.32,508.53,2007,Q3
SNA,Santa Ana,CA,333.78,503.19,2007,Q3
OAK,Oakland,CA,260.55,392.80,2007,Q3
SAT,San Antonio,TX,333.03,502.07,2007,Q3
MSY,New Orleans,LA,297.45,448.42,2007,Q3
PIT,Pittsburgh,PA,298.14,449.47,2007,Q3
SJU,San Juan,PR,300.23,452.62,2007,Q3
CVG,Cincinnati,OH,575.67,867.86,2007,Q3
CMH,Columbus,OH,277.24,417.97,2007,Q3
HOU,Houston-Hobby,TX,243.58,367.22,2007,Q3
RSW,Fort Myers,FL,255.28,384.85,2007,Q3
BDL,Hartford,CT,363.17,547.51,2007,Q3
PBI,West Palm Beach/Palm Beach,FL,267.38,403.10,2007,Q3
JAX,Jacksonville,FL,293.12,441.90,2007,Q3
ONT,Ontario,CA,292.62,441.14,2007,Q3
MKE,Milwaukee,WI,330.41,498.12,2007,Q3
BUR,Burbank,CA,254.08,383.04,2007,Q3
RIC,Richmond,VA,348.35,525.16,2007,Q3
CHS,Charleston,SC,367.08,553.40,2007,Q3
OMA,Omaha,NE,315.07,474.99,2007,Q3
BUF,Buffalo,NY,261.39,394.06,2007,Q3
MEM,Memphis,TN,382.29,576.33,2007,Q3
BOI,Boise,ID,298.37,449.81,2007,Q3
ABQ,Albuquerque,NM,318.03,479.46,2007,Q3
ORF,Norfolk,VA,360.08,542.84,2007,Q3
SDF,Louisville,KY,315.12,475.06,2007,Q3
ELP,El Paso,TX,304.10,458.45,2007,Q3
OKC,Oklahoma City,OK,346.40,522.23,2007,Q3
GRR,Grand Rapids,MI,440.64,664.30,2007,Q3
OGG,Kahului,HI,185.73,280.00,2007,Q3
ANC,Anchorage,AK,466.85,703.81,2007,Q3
GEG,Spokane,WA,307.58,463.69,2007,Q3
PVD,Providence,RI,294.34,443.75,2007,Q3
RNO,Reno,NV,269.86,406.84,2007,Q3
TUS,Tucson,AZ,308.76,465.47,2007,Q3
LGB,Long Beach,CA,284.54,428.97,2007,Q3
DSM,Des Moines,IA,400.31,603.49,2007,Q3
SYR,Syracuse,NY,369.67,557.31,2007,Q3
SRQ,Sarasota/Bradenton,FL,296.32,446.72,2007,Q3
TUL,Tulsa,OK,336.32,507.04,2007,Q3
ALB,Albany,NY,344.20,518.92,2007,Q3
BHM,Birmingham,AL,335.66,506.04,2007,Q3
SAV,Savannah,GA,372.27,561.22,2007,Q3
ROC,Rochester,NY,308.88,465.66,2007,Q3
HPN,White Plains,NY,269.35,406.06,2007,Q3
KOA,Kona,HI,180.40,271.96,2007,Q3
TYS,Knoxville,TN,444.97,670.83,2007,Q3
GSP,Greenville-Spartanburg,SC,464.95,700.95,2007,Q3
PNS,Pensacola,FL,361.96,545.68,2007,Q3
LIH,Lihue,HI,155.00,233.68,2007,Q3
COS,Colorado Springs,CO,390.25,588.33,2007,Q3
MYR,Myrtle Beach,SC,292.87,441.52,2007,Q3
FAT,Fresno,CA,423.05,637.77,2007,Q3
LIT,Little Rock,AR,335.54,505.85,2007,Q3
PWM,Portland,ME,374.52,564.62,2007,Q3
MSN,Madison,WI,434.25,654.66,2007,Q3
AVL,Asheville,NC,500.81,755.00,2007,Q3
BZN,Bozeman,MT,542.30,817.56,2007,Q3
PSP,Palm Springs,CA,408.04,615.15,2007,Q3
XNA,Fayetteville,AR,466.61,703.45,2007,Q3
SFB,Sanford,FL,141.12,212.74,2007,Q3
PIE,St. Petersburg,FL,154.40,232.77,2007,Q3
EUG,Eugene,OR,413.84,623.90,2007,Q3
ICT,Wichita,KS,369.82,557.54,2007,Q3
GSO,Greensboro/High Point,NC,377.41,568.97,2007,Q3
CID,Cedar Rapids/Iowa City,IA,414.15,624.37,2007,Q3
MDT,Harrisburg,PA,443.77,669.01,2007,Q3
HVN,New Haven,CT,357.38,538.78,2007,Q3
HSV,Huntsville,AL,488.70,736.75,2007,Q3
FSD,Sioux Falls,SD,446.89,673.73,2007,Q3
ISP,Islip,NY,216.83,326.89,2007,Q3
MHT,Manchester,NH,291.96,440.16,2007,Q3
BTV,Burlington,VT,371.41,559.92,2007,Q3
MAF,Midland/Odessa,TX,277.65,418.58,2007,Q3
VPS,Valparaiso,FL,544.79,821.31,2007,Q3
LEX,Lexington,KY,440.28,663.75,2007,Q3
JAN,Jackson/Vicksburg,MS,366.00,551.77,2007,Q3
ITO,Hilo,HI,133.96,201.96,2007,Q3
MFE,Mission/McAllen/Edinburg,TX,384.53,579.70,2007,Q3
ILM,Wilmington,NC,382.46,576.58,2007,Q3
SGF,Springfield,MO,452.57,682.28,2007,Q3
SBA,Santa Barbara,CA,464.10,699.66,2007,Q3
DAY,Dayton,OH,333.18,502.29,2007,Q3
CAE,Columbia,SC,475.35,716.63,2007,Q3
ATW,Appleton,WI,449.71,677.97,2007,Q3
FAR,Fargo,ND,522.55,787.79,2007,Q3
RDM,Bend/Redmond,OR,370.14,558.02,2007,Q3
LBB,Lubbock,TX,272.78,411.24,2007,Q3
ABE,Allentown/Bethlehem/Easton,PA,371.88,560.64,2007,Q3
MFR,Medford,OR,417.52,629.45,2007,Q3
CHA,Chattanooga,TN,415.10,625.79,2007,Q3
FAI,Fairbanks,AK,454.40,685.04,2007,Q3
HRL,Harlingen/San Benito,TX,245.68,370.38,2007,Q3
PSC,Pasco/Kennewick/Richland,WA,469.24,707.41,2007,Q3
SBN,South Bend,IN,362.38,546.31,2007,Q3
ACY,Atlantic City,NJ,208.36,314.12,2007,Q3
BQN,Aguadilla,PR,244.28,368.27,2007,Q3
FWA,Fort Wayne,IN,443.95,669.29,2007,Q3
MSO,Missoula,MT,497.55,750.10,2007,Q3
TTN,Trenton,NJ,203.27,306.44,2007,Q3
CAK,Akron,OH,277.17,417.86,2007,Q3
BIL,Billings,MT,425.75,641.85,2007,Q3
TLH,Tallahassee,FL,456.03,687.50,2007,Q3
PIA,Peoria,IL,363.18,547.53,2007,Q3
STT,Charlotte Amalie,VI,375.02,565.37,2007,Q3
AMA,Amarillo,TX,283.10,426.79,2007,Q3
BLI,Bellingham,WA,298.17,449.52,2007,Q3
BTR,Baton Rouge,LA,407.82,614.82,2007,Q3
FNT,Flint,MI,291.44,439.37,2007,Q3
FCA,Kalispell,MT,543.06,818.71,2007,Q3
ROA,Roanoke,VA,477.48,719.84,2007,Q3
CRP,Corpus Christi,TX,350.09,527.79,2007,Q3
