Year,Month,Load Factor,Airport Name
2006,12,78.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,1,75.34,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,2,77.09,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,3,83.07,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,4,81.37,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,5,80.43,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,6,87.22,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,7,88.02,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,8,84.79,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,9,76.58,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,10,79.23,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,11,80.13,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2007,12,78.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,1,77.0,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,2,77.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,3,85.04,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,4,79.81,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,5,80.42,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,6,85.85,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,7,86.31,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,8,83.76,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,9,75.93,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,10,78.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,11,76.61,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2008,12,79.69,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,1,74.16,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,2,74.92,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,3,80.67,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,4,80.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,5,77.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,6,85.13,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,7,88.53,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,8,85.03,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,9,77.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,10,81.93,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,11,78.59,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2009,12,79.9,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,1,75.49,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,2,75.37,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,3,81.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,4,80.79,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,5,81.22,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,6,86.08,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,7,87.73,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,8,84.65,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,9,78.73,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,10,83.34,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,11,80.1,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2010,12,80.01,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,1,75.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,2,75.37,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,3,80.69,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,4,81.02,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,5,83.04,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,6,86.21,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,7,88.63,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,8,85.8,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,9,80.81,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,10,83.01,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,11,82.38,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2011,12,81.02,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,1,77.82,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,2,76.93,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,3,83.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,4,82.64,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,5,82.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,6,87.05,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,7,87.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,8,86.6,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,9,80.78,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,10,82.46,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,11,81.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2012,12,81.12,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,1,79.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,2,78.6,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,3,83.95,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,4,81.45,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,5,82.56,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,6,86.64,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,7,87.76,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,8,86.27,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,9,80.32,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,10,82.23,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,11,79.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2013,12,84.05,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,1,80.9,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,2,80.13,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,3,83.31,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,4,84.03,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,5,83.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,6,86.51,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,7,88.13,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,8,87.35,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,9,80.58,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,10,79.85,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,11,75.97,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2014,12,79.18,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,1,79.41,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,2,78.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,3,82.46,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,4,81.06,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,5,82.53,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,6,85.82,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,7,89.44,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,8,88.98,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,9,82.93,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,10,85.09,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,11,81.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2015,12,81.73,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,1,82.21,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,2,78.65,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,3,83.79,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,4,81.43,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,5,82.16,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,6,85.51,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,7,87.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,8,85.01,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,9,82.59,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,10,82.15,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,11,80.9,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2016,12,81.54,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,1,81.46,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,2,77.88,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,3,82.92,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,4,82.37,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,5,81.47,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,6,84.59,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,7,87.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,8,85.63,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,9,81.13,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,10,82.98,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,11,83.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2017,12,81.91,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,1,81.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,2,80.16,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,3,85.56,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,4,82.65,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,5,82.21,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,6,86.23,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,7,88.4,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,8,85.32,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,9,79.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,10,81.25,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,11,82.45,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2018,12,81.25,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,1,83.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,2,80.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,3,85.64,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,4,84.92,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,5,84.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,6,88.42,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,7,90.69,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,8,86.71,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,9,82.08,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,10,83.85,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,11,81.9,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2019,12,84.56,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,1,83.47,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,2,81.43,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,3,55.92,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,4,16.81,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,5,45.94,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,6,62.94,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,7,56.57,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,8,55.01,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,9,61.76,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,10,65.12,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,11,59.97,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2020,12,59.14,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,1,54.72,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,2,51.74,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,3,65.3,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,4,69.6,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,5,72.72,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,6,78.97,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,7,83.4,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,8,78.73,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,9,71.18,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,10,77.16,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,11,80.27,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2021,12,81.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,1,69.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,2,73.5,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,3,83.76,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,4,84.38,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,5,84.52,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,6,89.55,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,7,90.0,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,8,85.95,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,9,84.47,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,10,86.96,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,11,84.1,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2022,12,84.63,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,1,80.82,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,2,80.73,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,3,85.6,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,4,84.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,5,84.08,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,6,88.42,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,7,90.17,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,8,83.85,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,9,82.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,10,85.91,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,11,83.43,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2023,12,83.45,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,1,81.98,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,2,80.32,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,3,86.04,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,4,83.88,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,5,84.77,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,6,88.82,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2024,7,90.46,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2002,10,64.33,"- Denver, CO: Denver International"
2002,11,62.83,"- Denver, CO: Denver International"
2002,12,75.81,"- Denver, CO: Denver International"
2003,1,65.15,"- Denver, CO: Denver International"
2003,2,70.7,"- Denver, CO: Denver International"
2003,3,75.43,"- Denver, CO: Denver International"
2003,4,70.8,"- Denver, CO: Denver International"
2003,5,75.55,"- Denver, CO: Denver International"
2003,6,81.88,"- Denver, CO: Denver International"
2003,7,83.56,"- Denver, CO: Denver International"
2003,8,80.92,"- Denver, CO: Denver International"
2003,9,71.55,"- Denver, CO: Denver International"
2003,10,73.64,"- Denver, CO: Denver International"
2003,11,72.18,"- Denver, CO: Denver International"
2003,12,77.72,"- Denver, CO: Denver International"
2004,1,69.37,"- Denver, CO: Denver International"
2004,2,72.54,"- Denver, CO: Denver International"
2004,3,78.11,"- Denver, CO: Denver International"
2004,4,73.98,"- Denver, CO: Denver International"
2004,5,75.98,"- Denver, CO: Denver International"
2004,6,84.07,"- Denver, CO: Denver International"
2004,7,85.17,"- Denver, CO: Denver International"
2004,8,80.62,"- Denver, CO: Denver International"
2004,9,73.63,"- Denver, CO: Denver International"
2004,10,75.67,"- Denver, CO: Denver International"
2004,11,74.66,"- Denver, CO: Denver International"
2004,12,78.33,"- Denver, CO: Denver International"
2005,1,74.29,"- Denver, CO: Denver International"
2005,2,76.52,"- Denver, CO: Denver International"
2005,3,82.37,"- Denver, CO: Denver International"
2005,4,77.18,"- Denver, CO: Denver International"
2005,5,80.93,"- Denver, CO: Denver International"
2005,6,87.31,"- Denver, CO: Denver International"
2005,7,87.15,"- Denver, CO: Denver International"
2005,8,83.13,"- Denver, CO: Denver International"
2005,9,77.45,"- Denver, CO: Denver International"
2005,10,76.59,"- Denver, CO: Denver International"
2005,11,76.05,"- Denver, CO: Denver International"
2005,12,79.34,"- Denver, CO: Denver International"
2006,1,75.27,"- Denver, CO: Denver International"
2006,2,79.47,"- Denver, CO: Denver International"
2006,3,84.18,"- Denver, CO: Denver International"
