Year,Month,Load Factor,Airport Name
2013,8,85.31,"- Chicago, IL: Chicago Midway International"
2013,9,81.1,"- Chicago, IL: Chicago Midway International"
2013,10,80.77,"- Chicago, IL: Chicago Midway International"
2013,11,79.47,"- Chicago, IL: Chicago Midway International"
2013,12,81.35,"- Chicago, IL: Chicago Midway International"
2014,1,75.32,"- Chicago, IL: Chicago Midway International"
2014,2,77.26,"- Chicago, IL: Chicago Midway International"
2014,3,83.89,"- Chicago, IL: Chicago Midway International"
2014,4,86.55,"- Chicago, IL: Chicago Midway International"
2014,5,87.21,"- Chicago, IL: Chicago Midway International"
2014,6,88.64,"- Chicago, IL: Chicago Midway International"
2014,7,89.12,"- Chicago, IL: Chicago Midway International"
2014,8,89.35,"- Chicago, IL: Chicago Midway International"
2014,9,83.7,"- Chicago, IL: Chicago Midway International"
2014,10,84.2,"- Chicago, IL: Chicago Midway International"
2014,11,81.43,"- Chicago, IL: Chicago Midway International"
2014,12,81.88,"- Chicago, IL: Chicago Midway International"
2015,1,76.19,"- Chicago, IL: Chicago Midway International"
2015,2,80.09,"- Chicago, IL: Chicago Midway International"
2015,3,85.95,"- Chicago, IL: Chicago Midway International"
2015,4,88.46,"- Chicago, IL: Chicago Midway International"
2015,5,87.86,"- Chicago, IL: Chicago Midway International"
2015,6,90.06,"- Chicago, IL: Chicago Midway International"
2015,7,90.82,"- Chicago, IL: Chicago Midway International"
2015,8,90.47,"- Chicago, IL: Chicago Midway International"
2015,9,87.49,"- Chicago, IL: Chicago Midway International"
2015,10,88.43,"- Chicago, IL: Chicago Midway International"
2015,11,86.05,"- Chicago, IL: Chicago Midway International"
2015,12,83.22,"- Chicago, IL: Chicago Midway International"
2016,1,79.24,"- Chicago, IL: Chicago Midway International"
2016,2,79.92,"- Chicago, IL: Chicago Midway International"
2016,3,86.47,"- Chicago, IL: Chicago Midway International"
2016,4,90.19,"- Chicago, IL: Chicago Midway International"
2016,5,90.87,"- Chicago, IL: Chicago Midway International"
2016,6,90.76,"- Chicago, IL: Chicago Midway International"
2016,7,89.04,"- Chicago, IL: Chicago Midway International"
2016,8,90.27,"- Chicago, IL: Chicago Midway International"
2016,9,89.47,"- Chicago, IL: Chicago Midway International"
2016,10,89.7,"- Chicago, IL: Chicago Midway International"
2016,11,87.6,"- Chicago, IL: Chicago Midway International"
2016,12,83.45,"- Chicago, IL: Chicago Midway International"
2017,1,78.56,"- Chicago, IL: Chicago Midway International"
2017,2,80.17,"- Chicago, IL: Chicago Midway International"
2017,3,85.45,"- Chicago, IL: Chicago Midway International"
2017,4,89.2,"- Chicago, IL: Chicago Midway International"
2017,5,88.54,"- Chicago, IL: Chicago Midway International"
2017,6,89.05,"- Chicago, IL: Chicago Midway International"
2017,7,88.94,"- Chicago, IL: Chicago Midway International"
2017,8,89.12,"- Chicago, IL: Chicago Midway International"
2017,9,85.84,"- Chicago, IL: Chicago Midway International"
2017,10,87.77,"- Chicago, IL: Chicago Midway International"
2017,11,87.4,"- Chicago, IL: Chicago Midway International"
2017,12,82.69,"- Chicago, IL: Chicago Midway International"
2018,1,80.54,"- Chicago, IL: Chicago Midway International"
2018,2,81.3,"- Chicago, IL: Chicago Midway International"
2018,3,84.98,"- Chicago, IL: Chicago Midway International"
2018,4,86.68,"- Chicago, IL: Chicago Midway International"
2018,5,87.27,"- Chicago, IL: Chicago Midway International"
2018,6,88.84,"- Chicago, IL: Chicago Midway International"
2018,7,87.31,"- Chicago, IL: Chicago Midway International"
2018,8,86.97,"- Chicago, IL: Chicago Midway International"
2018,9,82.63,"- Chicago, IL: Chicago Midway International"
2018,10,85.16,"- Chicago, IL: Chicago Midway International"
2018,11,85.12,"- Chicago, IL: Chicago Midway International"
2018,12,80.25,"- Chicago, IL: Chicago Midway International"
2019,1,78.1,"- Chicago, IL: Chicago Midway International"
2019,2,82.11,"- Chicago, IL: Chicago Midway International"
2019,3,86.17,"- Chicago, IL: Chicago Midway International"
2019,4,89.34,"- Chicago, IL: Chicago Midway International"
2019,5,88.97,"- Chicago, IL: Chicago Midway International"
2019,6,89.73,"- Chicago, IL: Chicago Midway International"
2019,7,87.15,"- Chicago, IL: Chicago Midway International"
2019,8,87.09,"- Chicago, IL: Chicago Midway International"
2019,9,83.21,"- Chicago, IL: Chicago Midway International"
2019,10,85.2,"- Chicago, IL: Chicago Midway International"
2019,11,82.13,"- Chicago, IL: Chicago Midway International"
2019,12,82.83,"- Chicago, IL: Chicago Midway International"
2020,1,79.45,"- Chicago, IL: Chicago Midway International"
2020,2,80.78,"- Chicago, IL: Chicago Midway International"
2020,3,56.88,"- Chicago, IL: Chicago Midway International"
2020,4,9.2,"- Chicago, IL: Chicago Midway International"
2020,5,30.8,"- Chicago, IL: Chicago Midway International"
2020,6,51.33,"- Chicago, IL: Chicago Midway International"
2020,7,42.03,"- Chicago, IL: Chicago Midway International"
2020,8,42.46,"- Chicago, IL: Chicago Midway International"
2020,9,51.13,"- Chicago, IL: Chicago Midway International"
2020,10,53.37,"- Chicago, IL: Chicago Midway International"
2020,11,46.17,"- Chicago, IL: Chicago Midway International"
2020,12,56.31,"- Chicago, IL: Chicago Midway International"
2021,1,60.32,"- Chicago, IL: Chicago Midway International"
2021,2,65.38,"- Chicago, IL: Chicago Midway International"
2021,3,70.66,"- Chicago, IL: Chicago Midway International"
2021,4,82.51,"- Chicago, IL: Chicago Midway International"
2021,5,83.66,"- Chicago, IL: Chicago Midway International"
2021,6,86.77,"- Chicago, IL: Chicago Midway International"
2021,7,88.87,"- Chicago, IL: Chicago Midway International"
2021,8,85.55,"- Chicago, IL: Chicago Midway International"
2021,9,80.53,"- Chicago, IL: Chicago Midway International"
2021,10,83.12,"- Chicago, IL: Chicago Midway International"
2021,11,82.31,"- Chicago, IL: Chicago Midway International"
2021,12,78.74,"- Chicago, IL: Chicago Midway International"
2022,1,69.67,"- Chicago, IL: Chicago Midway International"
2022,2,75.78,"- Chicago, IL: Chicago Midway International"
2022,3,84.67,"- Chicago, IL: Chicago Midway International"
2022,4,88.34,"- Chicago, IL: Chicago Midway International"
2022,5,88.16,"- Chicago, IL: Chicago Midway International"
2022,6,89.98,"- Chicago, IL: Chicago Midway International"
2022,7,87.35,"- Chicago, IL: Chicago Midway International"
2022,8,87.31,"- Chicago, IL: Chicago Midway International"
2022,9,84.91,"- Chicago, IL: Chicago Midway International"
2022,10,85.07,"- Chicago, IL: Chicago Midway International"
2022,11,82.34,"- Chicago, IL: Chicago Midway International"
2022,12,75.89,"- Chicago, IL: Chicago Midway International"
2023,1,72.68,"- Chicago, IL: Chicago Midway International"
2023,2,75.29,"- Chicago, IL: Chicago Midway International"
2023,3,78.35,"- Chicago, IL: Chicago Midway International"
2023,4,86.25,"- Chicago, IL: Chicago Midway International"
2023,5,85.89,"- Chicago, IL: Chicago Midway International"
2023,6,88.15,"- Chicago, IL: Chicago Midway International"
2023,7,85.63,"- Chicago, IL: Chicago Midway International"
2023,8,83.41,"- Chicago, IL: Chicago Midway International"
2023,9,81.65,"- Chicago, IL: Chicago Midway International"
2023,10,82.1,"- Chicago, IL: Chicago Midway International"
2023,11,79.07,"- Chicago, IL: Chicago Midway International"
2023,12,73.74,"- Chicago, IL: Chicago Midway International"
2024,1,75.9,"- Chicago, IL: Chicago Midway International"
2024,2,76.45,"- Chicago, IL: Chicago Midway International"
2024,3,81.59,"- Chicago, IL: Chicago Midway International"
2024,4,83.26,"- Chicago, IL: Chicago Midway International"
2024,5,85.52,"- Chicago, IL: Chicago Midway International"
2024,6,87.01,"- Chicago, IL: Chicago Midway International"
2024,7,88.42,"- Chicago, IL: Chicago Midway International"
2002,10,71.86,"- Chicago, IL: Chicago O'Hare International"
2002,11,68.12,"- Chicago, IL: Chicago O'Hare International"
2002,12,70.3,"- Chicago, IL: Chicago O'Hare International"
2003,1,68.61,"- Chicago, IL: Chicago O'Hare International"
2003,2,67.76,"- Chicago, IL: Chicago O'Hare International"
2003,3,74.69,"- Chicago, IL: Chicago O'Hare International"
2003,4,76.58,"- Chicago, IL: Chicago O'Hare International"
2003,5,78.3,"- Chicago, IL: Chicago O'Hare International"
2003,6,82.42,"- Chicago, IL: Chicago O'Hare International"
2003,7,83.79,"- Chicago, IL: Chicago O'Hare International"
2003,8,82.62,"- Chicago, IL: Chicago O'Hare International"
2003,9,74.56,"- Chicago, IL: Chicago O'Hare International"
2003,10,75.4,"- Chicago, IL: Chicago O'Hare International"
2003,11,73.28,"- Chicago, IL: Chicago O'Hare International"
2003,12,71.94,"- Chicago, IL: Chicago O'Hare International"
2004,1,68.92,"- Chicago, IL: Chicago O'Hare International"
2004,2,68.82,"- Chicago, IL: Chicago O'Hare International"
2004,3,77.85,"- Chicago, IL: Chicago O'Hare International"
2004,4,80.51,"- Chicago, IL: Chicago O'Hare International"
2004,5,78.15,"- Chicago, IL: Chicago O'Hare International"
2004,6,85.26,"- Chicago, IL: Chicago O'Hare International"
2004,7,85.68,"- Chicago, IL: Chicago O'Hare International"
2004,8,84.27,"- Chicago, IL: Chicago O'Hare International"
2004,9,77.76,"- Chicago, IL: Chicago O'Hare International"
2004,10,77.61,"- Chicago, IL: Chicago O'Hare International"
2004,11,74.32,"- Chicago, IL: Chicago O'Hare International"
2004,12,71.73,"- Chicago, IL: Chicago O'Hare International"
2005,1,73.4,"- Chicago, IL: Chicago O'Hare International"
2005,2,70.66,"- Chicago, IL: Chicago O'Hare International"
2005,3,80.54,"- Chicago, IL: Chicago O'Hare International"
2005,4,81.18,"- Chicago, IL: Chicago O'Hare International"
2005,5,80.04,"- Chicago, IL: Chicago O'Hare International"
2005,6,87.23,"- Chicago, IL: Chicago O'Hare International"
2005,7,88.08,"- Chicago, IL: Chicago O'Hare International"
2005,8,86.15,"- Chicago, IL: Chicago O'Hare International"
2005,9,79.7,"- Chicago, IL: Chicago O'Hare International"
2005,10,79.19,"- Chicago, IL: Chicago O'Hare International"
2005,11,78.03,"- Chicago, IL: Chicago O'Hare International"
2005,12,74.55,"- Chicago, IL: Chicago O'Hare International"
2006,1,76.71,"- Chicago, IL: Chicago O'Hare International"
2006,2,73.5,"- Chicago, IL: Chicago O'Hare International"
2006,3,81.83,"- Chicago, IL: Chicago O'Hare International"
2006,4,83.02,"- Chicago, IL: Chicago O'Hare International"
2006,5,80.86,"- Chicago, IL: Chicago O'Hare International"
2006,6,87.06,"- Chicago, IL: Chicago O'Hare International"
2006,7,89.05,"- Chicago, IL: Chicago O'Hare International"
2006,8,85.76,"- Chicago, IL: Chicago O'Hare International"
2006,9,78.66,"- Chicago, IL: Chicago O'Hare International"
2006,10,79.06,"- Chicago, IL: Chicago O'Hare International"
2006,11,77.83,"- Chicago, IL: Chicago O'Hare International"
2006,12,73.63,"- Chicago, IL: Chicago O'Hare International"
2007,1,75.54,"- Chicago, IL: Chicago O'Hare International"
2007,2,72.74,"- Chicago, IL: Chicago O'Hare International"
2007,3,82.34,"- Chicago, IL: Chicago O'Hare International"
2007,4,85.05,"- Chicago, IL: Chicago O'Hare International"
2007,5,82.83,"- Chicago, IL: Chicago O'Hare International"
2007,6,88.38,"- Chicago, IL: Chicago O'Hare International"
2007,7,88.81,"- Chicago, IL: Chicago O'Hare International"
2007,8,88.01,"- Chicago, IL: Chicago O'Hare International"
2007,9,79.72,"- Chicago, IL: Chicago O'Hare International"
2007,10,80.25,"- Chicago, IL: Chicago O'Hare International"
2007,11,78.8,"- Chicago, IL: Chicago O'Hare International"
2007,12,73.92,"- Chicago, IL: Chicago O'Hare International"
2008,1,74.87,"- Chicago, IL: Chicago O'Hare International"
2008,2,70.89,"- Chicago, IL: Chicago O'Hare International"
2008,3,82.78,"- Chicago, IL: Chicago O'Hare International"
2008,4,81.57,"- Chicago, IL: Chicago O'Hare International"
2008,5,80.81,"- Chicago, IL: Chicago O'Hare International"
2008,6,84.97,"- Chicago, IL: Chicago O'Hare International"
2008,7,86.31,"- Chicago, IL: Chicago O'Hare International"
2008,8,86.11,"- Chicago, IL: Chicago O'Hare International"
2008,9,77.32,"- Chicago, IL: Chicago O'Hare International"
2008,10,78.56,"- Chicago, IL: Chicago O'Hare International"
2008,11,75.39,"- Chicago, IL: Chicago O'Hare International"
2008,12,74.38,"- Chicago, IL: Chicago O'Hare International"
2009,1,72.64,"- Chicago, IL: Chicago O'Hare International"
2009,2,68.94,"- Chicago, IL: Chicago O'Hare International"
2009,3,77.78,"- Chicago, IL: Chicago O'Hare International"
2009,4,80.69,"- Chicago, IL: Chicago O'Hare International"
2009,5,78.53,"- Chicago, IL: Chicago O'Hare International"
2009,6,84.59,"- Chicago, IL: Chicago O'Hare International"
2009,7,87.68,"- Chicago, IL: Chicago O'Hare International"
2009,8,87.42,"- Chicago, IL: Chicago O'Hare International"
2009,9,79.5,"- Chicago, IL: Chicago O'Hare International"
2009,10,82.36,"- Chicago, IL: Chicago O'Hare International"
2009,11,78.08,"- Chicago, IL: Chicago O'Hare International"
2009,12,77.32,"- Chicago, IL: Chicago O'Hare International"
2010,1,76.56,"- Chicago, IL: Chicago O'Hare International"
2010,2,74.56,"- Chicago, IL: Chicago O'Hare International"
2010,3,82.81,"- Chicago, IL: Chicago O'Hare International"
2010,4,84.64,"- Chicago, IL: Chicago O'Hare International"
2010,5,83.33,"- Chicago, IL: Chicago O'Hare International"
2010,6,87.68,"- Chicago, IL: Chicago O'Hare International"
2010,7,89.3,"- Chicago, IL: Chicago O'Hare International"
2010,8,88.11,"- Chicago, IL: Chicago O'Hare International"
2010,9,83.11,"- Chicago, IL: Chicago O'Hare International"
2010,10,83.51,"- Chicago, IL: Chicago O'Hare International"
2010,11,79.22,"- Chicago, IL: Chicago O'Hare International"
2010,12,76.6,"- Chicago, IL: Chicago O'Hare International"
2011,1,76.44,"- Chicago, IL: Chicago O'Hare International"
2011,2,71.95,"- Chicago, IL: Chicago O'Hare International"
2011,3,79.35,"- Chicago, IL: Chicago O'Hare International"
2011,4,82.49,"- Chicago, IL: Chicago O'Hare International"
2011,5,82.96,"- Chicago, IL: Chicago O'Hare International"
2011,6,87.05,"- Chicago, IL: Chicago O'Hare International"
2011,7,89.15,"- Chicago, IL: Chicago O'Hare International"
2011,8,88.71,"- Chicago, IL: Chicago O'Hare International"
2011,9,82.74,"- Chicago, IL: Chicago O'Hare International"
2011,10,81.53,"- Chicago, IL: Chicago O'Hare International"
2011,11,80.61,"- Chicago, IL: Chicago O'Hare International"
2011,12,76.72,"- Chicago, IL: Chicago O'Hare International"
2012,1,79.14,"- Chicago, IL: Chicago O'Hare International"
2012,2,72.9,"- Chicago, IL: Chicago O'Hare International"
2012,3,82.51,"- Chicago, IL: Chicago O'Hare International"
2012,4,84.68,"- Chicago, IL: Chicago O'Hare International"
2012,5,84.41,"- Chicago, IL: Chicago O'Hare International"
2012,6,88.23,"- Chicago, IL: Chicago O'Hare International"
2012,7,89.45,"- Chicago, IL: Chicago O'Hare International"
2012,8,89.39,"- Chicago, IL: Chicago O'Hare International"
2012,9,85.62,"- Chicago, IL: Chicago O'Hare International"
2012,10,83.56,"- Chicago, IL: Chicago O'Hare International"
2012,11,81.62,"- Chicago, IL: Chicago O'Hare International"
2012,12,79.57,"- Chicago, IL: Chicago O'Hare International"
2013,1,80.92,"- Chicago, IL: Chicago O'Hare International"
2013,2,76.78,"- Chicago, IL: Chicago O'Hare International"
2013,3,84.27,"- Chicago, IL: Chicago O'Hare International"
2013,4,83.78,"- Chicago, IL: Chicago O'Hare International"
2013,5,84.08,"- Chicago, IL: Chicago O'Hare International"
2013,6,88.05,"- Chicago, IL: Chicago O'Hare International"
2013,7,89.25,"- Chicago, IL: Chicago O'Hare International"
2013,8,89.77,"- Chicago, IL: Chicago O'Hare International"
2013,9,83.44,"- Chicago, IL: Chicago O'Hare International"
2013,10,81.05,"- Chicago, IL: Chicago O'Hare International"
2013,11,78.71,"- Chicago, IL: Chicago O'Hare International"
2013,12,80.98,"- Chicago, IL: Chicago O'Hare International"
2014,1,80.92,"- Chicago, IL: Chicago O'Hare International"
2014,2,76.12,"- Chicago, IL: Chicago O'Hare International"
2014,3,82.71,"- Chicago, IL: Chicago O'Hare International"
2014,4,85.23,"- Chicago, IL: Chicago O'Hare International"
2014,5,85.34,"- Chicago, IL: Chicago O'Hare International"
2014,6,87.21,"- Chicago, IL: Chicago O'Hare International"
2014,7,89.11,"- Chicago, IL: Chicago O'Hare International"
2014,8,89.04,"- Chicago, IL: Chicago O'Hare International"
2014,9,82.14,"- Chicago, IL: Chicago O'Hare International"
2014,10,79.37,"- Chicago, IL: Chicago O'Hare International"
2014,11,77.35,"- Chicago, IL: Chicago O'Hare International"
2014,12,76.62,"- Chicago, IL: Chicago O'Hare International"
2015,1,80.62,"- Chicago, IL: Chicago O'Hare International"
2015,2,76.55,"- Chicago, IL: Chicago O'Hare International"
2015,3,83.15,"- Chicago, IL: Chicago O'Hare International"
2015,4,84.64,"- Chicago, IL: Chicago O'Hare International"
2015,5,84.77,"- Chicago, IL: Chicago O'Hare International"
2015,6,86.45,"- Chicago, IL: Chicago O'Hare International"
2015,7,89.94,"- Chicago, IL: Chicago O'Hare International"
2015,8,90.26,"- Chicago, IL: Chicago O'Hare International"
2015,9,84.54,"- Chicago, IL: Chicago O'Hare International"
2015,10,83.35,"- Chicago, IL: Chicago O'Hare International"
2015,11,81.05,"- Chicago, IL: Chicago O'Hare International"
2015,12,78.85,"- Chicago, IL: Chicago O'Hare International"
2016,1,83.56,"- Chicago, IL: Chicago O'Hare International"
2016,2,75.78,"- Chicago, IL: Chicago O'Hare International"
2016,3,83.47,"- Chicago, IL: Chicago O'Hare International"
2016,4,84.66,"- Chicago, IL: Chicago O'Hare International"
2016,5,83.23,"- Chicago, IL: Chicago O'Hare International"
2016,6,87.49,"- Chicago, IL: Chicago O'Hare International"
2016,7,89.53,"- Chicago, IL: Chicago O'Hare International"
2016,8,88.64,"- Chicago, IL: Chicago O'Hare International"
2016,9,84.44,"- Chicago, IL: Chicago O'Hare International"
2016,10,82.68,"- Chicago, IL: Chicago O'Hare International"
2016,11,80.69,"- Chicago, IL: Chicago O'Hare International"
2016,12,76.41,"- Chicago, IL: Chicago O'Hare International"
2017,1,82.35,"- Chicago, IL: Chicago O'Hare International"
2017,2,75.15,"- Chicago, IL: Chicago O'Hare International"
2017,3,82.08,"- Chicago, IL: Chicago O'Hare International"
2017,4,85.24,"- Chicago, IL: Chicago O'Hare International"
2017,5,82.99,"- Chicago, IL: Chicago O'Hare International"
2017,6,86.31,"- Chicago, IL: Chicago O'Hare International"
2017,7,87.93,"- Chicago, IL: Chicago O'Hare International"
2017,8,88.58,"- Chicago, IL: Chicago O'Hare International"
2017,9,83.24,"- Chicago, IL: Chicago O'Hare International"
2017,10,81.68,"- Chicago, IL: Chicago O'Hare International"
2017,11,81.48,"- Chicago, IL: Chicago O'Hare International"
2017,12,77.09,"- Chicago, IL: Chicago O'Hare International"
2018,1,81.68,"- Chicago, IL: Chicago O'Hare International"
2018,2,76.79,"- Chicago, IL: Chicago O'Hare International"
2018,3,84.29,"- Chicago, IL: Chicago O'Hare International"
2018,4,84.91,"- Chicago, IL: Chicago O'Hare International"
2018,5,83.41,"- Chicago, IL: Chicago O'Hare International"
2018,6,87.51,"- Chicago, IL: Chicago O'Hare International"
2018,7,90.44,"- Chicago, IL: Chicago O'Hare International"
2018,8,89.46,"- Chicago, IL: Chicago O'Hare International"
2018,9,82.15,"- Chicago, IL: Chicago O'Hare International"
2018,10,81.25,"- Chicago, IL: Chicago O'Hare International"
2018,11,80.28,"- Chicago, IL: Chicago O'Hare International"
2018,12,75.92,"- Chicago, IL: Chicago O'Hare International"
2019,1,80.38,"- Chicago, IL: Chicago O'Hare International"
2019,2,76.34,"- Chicago, IL: Chicago O'Hare International"
2019,3,84.29,"- Chicago, IL: Chicago O'Hare International"
2019,4,84.93,"- Chicago, IL: Chicago O'Hare International"
2019,5,84.77,"- Chicago, IL: Chicago O'Hare International"
2019,6,88.71,"- Chicago, IL: Chicago O'Hare International"
2019,7,90.79,"- Chicago, IL: Chicago O'Hare International"
2019,8,89.81,"- Chicago, IL: Chicago O'Hare International"
2019,9,83.09,"- Chicago, IL: Chicago O'Hare International"
2019,10,82.5,"- Chicago, IL: Chicago O'Hare International"
2019,11,79.1,"- Chicago, IL: Chicago O'Hare International"
2019,12,79.83,"- Chicago, IL: Chicago O'Hare International"
2020,1,82.66,"- Chicago, IL: Chicago O'Hare International"
2020,2,77.11,"- Chicago, IL: Chicago O'Hare International"
2020,3,56.24,"- Chicago, IL: Chicago O'Hare International"
2020,4,15.52,"- Chicago, IL: Chicago O'Hare International"
2020,5,34.63,"- Chicago, IL: Chicago O'Hare International"
2020,6,53.57,"- Chicago, IL: Chicago O'Hare International"
2020,7,48.81,"- Chicago, IL: Chicago O'Hare International"
2020,8,47.34,"- Chicago, IL: Chicago O'Hare International"
2020,9,49.2,"- Chicago, IL: Chicago O'Hare International"
2020,10,51.66,"- Chicago, IL: Chicago O'Hare International"
2020,11,48.28,"- Chicago, IL: Chicago O'Hare International"
2020,12,49.31,"- Chicago, IL: Chicago O'Hare International"
2021,1,56.4,"- Chicago, IL: Chicago O'Hare International"
2021,2,52.33,"- Chicago, IL: Chicago O'Hare International"
2021,3,62.64,"- Chicago, IL: Chicago O'Hare International"
2021,4,69.73,"- Chicago, IL: Chicago O'Hare International"
2021,5,68.49,"- Chicago, IL: Chicago O'Hare International"
2021,6,72.87,"- Chicago, IL: Chicago O'Hare International"
2021,7,80.07,"- Chicago, IL: Chicago O'Hare International"
2021,8,81.26,"- Chicago, IL: Chicago O'Hare International"
2021,9,70.09,"- Chicago, IL: Chicago O'Hare International"
2021,10,71.67,"- Chicago, IL: Chicago O'Hare International"
2021,11,74.67,"- Chicago, IL: Chicago O'Hare International"
2021,12,74.02,"- Chicago, IL: Chicago O'Hare International"
2022,1,66.26,"- Chicago, IL: Chicago O'Hare International"
2022,2,67.21,"- Chicago, IL: Chicago O'Hare International"
2022,3,80.24,"- Chicago, IL: Chicago O'Hare International"
2022,4,82.78,"- Chicago, IL: Chicago O'Hare International"
2022,5,82.16,"- Chicago, IL: Chicago O'Hare International"
2022,6,88.33,"- Chicago, IL: Chicago O'Hare International"
2022,7,90.16,"- Chicago, IL: Chicago O'Hare International"
2022,8,89.0,"- Chicago, IL: Chicago O'Hare International"
2022,9,85.15,"- Chicago, IL: Chicago O'Hare International"
2022,10,84.6,"- Chicago, IL: Chicago O'Hare International"
2022,11,80.51,"- Chicago, IL: Chicago O'Hare International"
2022,12,78.11,"- Chicago, IL: Chicago O'Hare International"
2023,1,79.41,"- Chicago, IL: Chicago O'Hare International"
2023,2,76.1,"- Chicago, IL: Chicago O'Hare International"
2023,3,83.62,"- Chicago, IL: Chicago O'Hare International"
2023,4,86.23,"- Chicago, IL: Chicago O'Hare International"
2023,5,84.83,"- Chicago, IL: Chicago O'Hare International"
2023,6,89.04,"- Chicago, IL: Chicago O'Hare International"
2023,7,91.61,"- Chicago, IL: Chicago O'Hare International"
2023,8,88.67,"- Chicago, IL: Chicago O'Hare International"
2023,9,84.89,"- Chicago, IL: Chicago O'Hare International"
2023,10,85.04,"- Chicago, IL: Chicago O'Hare International"
2023,11,80.71,"- Chicago, IL: Chicago O'Hare International"
2023,12,77.18,"- Chicago, IL: Chicago O'Hare International"
2024,1,81.79,"- Chicago, IL: Chicago O'Hare International"
2024,2,77.51,"- Chicago, IL: Chicago O'Hare International"
2024,3,85.08,"- Chicago, IL: Chicago O'Hare International"
2024,4,83.82,"- Chicago, IL: Chicago O'Hare International"
2024,5,84.66,"- Chicago, IL: Chicago O'Hare International"
2024,6,87.89,"- Chicago, IL: Chicago O'Hare International"
2024,7,91.45,"- Chicago, IL: Chicago O'Hare International"
2002,10,67.22,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2002,11,64.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2002,12,71.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,1,64.78,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,2,65.99,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,3,70.62,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,4,67.98,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,5,71.74,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,6,77.45,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,7,81.59,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,8,77.86,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,9,64.91,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,10,70.07,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,11,69.88,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2003,12,72.07,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,1,67.43,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,2,67.82,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,3,74.89,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,4,73.45,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,5,72.64,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,6,79.88,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,7,81.86,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,8,77.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,9,72.32,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,10,75.49,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,11,73.83,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2004,12,74.0,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,1,72.65,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,2,72.36,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,3,80.66,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,4,76.34,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,5,75.8,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,6,82.35,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,7,84.28,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,8,78.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,9,74.89,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,10,77.97,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,11,78.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2005,12,78.7,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,1,75.79,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,2,76.63,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,3,82.49,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,4,81.08,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,5,80.22,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,6,86.4,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,7,88.11,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,8,81.2,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,9,74.44,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,10,78.18,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
2006,11,78.87,"- Dallas/Fort Worth, TX: Dallas/Fort Worth International"
